SMILES,CAS,logP
[H]OC1=NC(=O)C2=C(N([H])C(=O)N2[H])N1[H],69-93-2,0.18
OC1=NC(=O)C2=C(NC(=O)N2)N1,69-93-2,0.18
[H]OC1=NC(=O)N([H])C2=C1N([H])C(=O)N2[H],69-93-2,0.18
OC1=NC(=O)NC2=C1NC(=O)N2,69-93-2,0.18
[H]OC1=C2N([H])C(=O)N=C2N([H])C(=O)N1[H],69-93-2,0.18
OC1=C2NC(=O)N=C2NC(=O)N1,69-93-2,0.18
[H]OC1=NC2=C(N([H])C(=O)N2[H])C(=O)N1[H],69-93-2,0.18
OC1=NC2=C(NC(=O)N2)C(=O)N1,69-93-2,0.18
[H]OC1=C2N([H])C(=O)N([H])C2=NC(=O)N1[H],69-93-2,0.18
[H]OC1=NC2=NC(=O)N([H])C2=C(O[H])N1[H],69-93-2,0.18
[H]OC1=NC2=NC(=O)N([H])C(O[H])=C2N1[H],69-93-2,0.18
OC1=NC2=NC(=O)NC(O)=C2N1,69-93-2,0.18
[H]OC1=NC2=C(O[H])N([H])C(=O)N([H])C2=N1,69-93-2,0.18
[H]OC1=NC(O[H])=C2N([H])C(=O)N=C2N1[H],69-93-2,0.18
OC1=NC(O)=C2NC(=O)N=C2N1,69-93-2,0.18
[H]OC1=NC2=C(O[H])N([H])C(=O)N=C2N1[H],69-93-2,0.18
OC1=NC2=C(O)NC(=O)N=C2N1,69-93-2,0.18
[H]OC1=NC2=C(O[H])N([H])C(O[H])=NC2=N1,69-93-2,0.18
[H]OC1=NC2=C(O[H])N=C(O[H])N([H])C2=N1,69-93-2,0.18
O=C(O)C(N)CCCN,NOCAS_860383,-4.22
[H]OC(O[H])=C(N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],NOCAS_860383,-4.22
NCCCC(N)=C(O)O,NOCAS_860383,-4.22
[H]OC([H])(O[H])C(N([H])[H])=C([H])C([H])([H])C([H])([H])N([H])[H],NOCAS_860383,-4.22
NCCC=C(N)C(O)O,NOCAS_860383,-4.22
[H]OC([H])(O[H])C(=N[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],NOCAS_860383,-4.22
NCCCC(=N)C(O)O,NOCAS_860383,-4.22
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],NOCAS_860383,-4.22
NCCCC(N)C(O)=O,NOCAS_860383,-4.22
CC1=CC=C(C=C1)S(N)(=O)=O,70-55-3,0.82
[H]N([H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],70-55-3,0.82
Cc1ccc(cc1)S(=O)(=O)N,70-55-3,0.82
Cc1ccc(cc1)S(N)(=O)=O,70-55-3,0.82
[H]OS(=O)(=N[H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],70-55-3,0.82
CC1=CC=C(C=C1)S(O)(=N)=O,70-55-3,0.82
CC#C,74-99-7,0.94
[H]C#CC([H])([H])[H],74-99-7,0.94
CC(C)Cl,75-29-6,1.9
[H]C([H])([H])C([H])(Cl)C([H])([H])[H],75-29-6,1.9
CC1CO1,75-56-9,0.03
[H]C([H])([H])C1([H])OC1([H])[H],75-56-9,0.03
FC(Cl)(Cl)Cl,75-69-4,2.53
FC(F)(F)Cl,75-72-9,1.65
CC1(O)CCC2C3CC=C4CC(O)=CCC4(C)C3(F)C(O)CC12C,76-43-7,2.38
[H]OC1([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C2(O[H])C([H])([H])[H])C2([H])C([H])([H])C([H])=C3C([H])([H])C(=O)C([H])([H])C([H])([H])C3(C([H])([H])[H])C12F,76-43-7,2.38
CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC12C,76-43-7,2.38
[H]OC1([H])C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C2(O[H])C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C3=C([H])C(=O)C([H])([H])C([H])([H])C3(C([H])([H])[H])C12F,76-43-7,2.38
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C,76-43-7,2.38
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,76-43-7,2.38
[H]OC1=C([H])C([H])([H])C2(C(=C([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])(O[H])C23F)C1([H])[H])C([H])([H])[H],76-43-7,2.38
[H]OC1=C([H])C2=C([H])C([H])([H])C3([H])C4([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])C([H])(O[H])C3(F)C2(C([H])([H])[H])C([H])([H])C1([H])[H],76-43-7,2.38
CC1(O)CCC2C3CC=C4C=C(O)CCC4(C)C3(F)C(O)CC12C,76-43-7,2.38
[H]OC1=C([H])C([H])([H])C2(C(=C1[H])C([H])([H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C3(C([H])([H])[H])C([H])([H])C([H])(O[H])C21F)C([H])([H])[H],76-43-7,2.38
CC1(O)CCC2C3CCC4=CC(O)=CCC4(C)C3(F)C(O)CC12C,76-43-7,2.38
CCC(Br)(CC)C(=O)NC(O)=N,77-65-6,1.54
[H]OC(=NC(=O)C(Br)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])[H],77-65-6,1.54
CCC(Br)(CC)C(=O)N=C(N)O,77-65-6,1.54
[H]OC(=NC(=O)N([H])[H])C(Br)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],77-65-6,1.54
CCC(Br)(CC)C(O)=NC(N)=O,77-65-6,1.54
[H]OC(=N[H])N=C(O[H])C(Br)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],77-65-6,1.54
CCC(Br)(CC)C(O)=NC(O)=N,77-65-6,1.54
[H]N([H])C(=O)N([H])C(=O)C(Br)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],77-65-6,1.54
CCC(Br)(CC)C(=O)NC(=O)N,77-65-6,1.54
CCC(Br)(CC)C(=O)NC(N)=O,77-65-6,1.54
[H]OC(=N[H])N([H])C(=O)C(Br)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],77-65-6,1.54
OC(=O)C(O)(CC(=O)O)CC(=O)O,77-92-9,-1.64
[H]OC(O[H])=C([H])C(O[H])(C([H])=C(O[H])O[H])C(=O)O[H],77-92-9,-1.64
OC(O)=CC(O)(C=C(O)O)C(O)=O,77-92-9,-1.64
[H]OC(O[H])=C([H])C(O[H])(C(=O)O[H])C([H])([H])C(=O)O[H],77-92-9,-1.64
OC(O)=CC(O)(CC(O)=O)C(O)=O,77-92-9,-1.64
[H]OC(=O)C([H])([H])C(O[H])(C(=O)O[H])C([H])([H])C(=O)O[H],77-92-9,-1.64
OC(=O)C(O)(CC(O)=O)CC(O)=O,77-92-9,-1.64
OC(=O)CC(O)(CC(O)=O)C(O)=O,77-92-9,-1.64
CCOP(=O)(OCC)OCC,78-40-0,0.8
[H]C([H])([H])C([H])([H])OP(=O)(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],78-40-0,0.8
CC(=C)C=C,78-79-5,2.42
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])[H],78-79-5,2.42
OC(=C)C=N,78-97-7,-0.94
[H]OC(=C=N[H])C([H])([H])[H],78-97-7,-0.94
CC(O)=C=N,78-97-7,-0.94
[H]OC([H])(C#N)C([H])([H])[H],78-97-7,-0.94
CC(O)C#N,78-97-7,-0.94
[H]OC(=C([H])[H])C([H])=N[H],78-97-7,-0.94
[H]N=C([H])C(=O)C([H])([H])[H],78-97-7,-0.94
CC(=O)C=N,78-97-7,-0.94
CC(C)=C(O)O,79-31-2,0.94
[H]OC(O[H])=C(C([H])([H])[H])C([H])([H])[H],79-31-2,0.94
[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H],79-31-2,0.94
CC(C)C(=O)O,79-31-2,0.94
CC(C)C(O)=O,79-31-2,0.94
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,80-08-0,0.97
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,80-08-0,0.97
[H]N([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C(N([H])[H])C([H])=C1[H],80-08-0,0.97
CC=C(N)C(O)O,NOCAS_862679,-2.54
[H]OC(O[H])=C(N([H])[H])C([H])([H])C([H])([H])[H],NOCAS_862679,-2.54
CCC(N)=C(O)O,NOCAS_862679,-2.54
[H]OC([H])(O[H])C(N([H])[H])=C([H])C([H])([H])[H],NOCAS_862679,-2.54
[H]OC([H])(O[H])C(=N[H])C([H])([H])C([H])([H])[H],NOCAS_862679,-2.54
CCC(=N)C(O)O,NOCAS_862679,-2.54
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])[H],NOCAS_862679,-2.54
CCC(N)C(=O)O,NOCAS_862679,-2.54
CCC(N)C(O)=O,NOCAS_862679,-2.54
CC(=C)C(=O)OC,80-62-6,1.38
[H]C([H])=C(C(=O)OC([H])([H])[H])C([H])([H])[H],80-62-6,1.38
COC(=O)C(C)=C,80-62-6,1.38
O=C1NS(=O)(=O)c2ccccc12,81-07-2,0.91
[H]OC1=NS(=O)(=O)C2=C([H])C([H])=C([H])C([H])=C12,81-07-2,0.91
OC1=NS(=O)(=O)C2=CC=CC=C12,81-07-2,0.91
[H]N1C(=O)C2=C([H])C([H])=C([H])C([H])=C2S1(=O)=O,81-07-2,0.91
O=C1NS(=O)(=O)C2=CC=CC=C12,81-07-2,0.91
[H]OS1(=O)=NC(=O)C2=C([H])C([H])=C([H])C([H])=C12,81-07-2,0.91
OS1(=O)=NC(=O)C2=CC=CC=C12,81-07-2,0.91
Nc1cccc2C(=O)c3ccccc3C(=O)c12,82-45-1,3.74
NC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,82-45-1,3.74
[H]N([H])C1=C([H])C([H])=C([H])C2=C1C(=O)C1=C([H])C([H])=C([H])C([H])=C1C2=O,82-45-1,3.74
Nc1cccc2c1C(=O)c1ccccc1C2=O,82-45-1,3.74
O=C1C(=O)c2cccc3cccc1c23,82-86-0,1.95
[H]C1=C([H])C2=C3C(=C1[H])C(=O)C(=O)C3=C([H])C([H])=C2[H],82-86-0,1.95
O=C1c2cccc3cccc(c23)C1=O,82-86-0,1.95
O=C1c2cccc3cccc(c32)C1=O,82-86-0,1.95
O=C1C(=O)C2=C3C1=CC=CC3=CC=C2,82-86-0,1.95
Cn1ccc(=O)c2ccccc12,83-54-5,0.44
[H]C1=C([H])C([H])=C2C(=O)C([H])=C([H])N(C2=C1[H])C([H])([H])[H],83-54-5,0.44
CN1C=CC(=O)c2ccccc12,83-54-5,0.44
CN1C=CC(=O)C2=CC=CC=C12,83-54-5,0.44
OC(=N)C1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,84-04-8,4.44
[H]N([H])C(=O)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])N2C3=C([H])C(Cl)=C([H])C([H])=C3SC3=C2C([H])=C([H])C([H])=C3[H])C([H])([H])C1([H])[H],84-04-8,4.44
NC(=O)C1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,84-04-8,4.44
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,84-04-8,4.44
[H]OC(=N[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])N2C3=C([H])C(Cl)=C([H])C([H])=C3SC3=C2C([H])=C([H])C([H])=C3[H])C([H])([H])C1([H])[H],84-04-8,4.44
Oc1ccc(c2ccccc12)S(O)(=O)=O,84-87-7,-0.44
OC1=CC=C(C2=CC=CC=C12)S(O)(=O)=O,84-87-7,-0.44
[H]OC1=C([H])C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)S(=O)(=O)O[H],84-87-7,-0.44
Oc1ccc(c2ccccc12)S(=O)(=O)O,84-87-7,-0.44
O=C(O)c1c2c(cccc2)ccc1,NOCAS_861668,3.1
OC(=O)C1=C2C=CC=CC2=CC=C1,NOCAS_861668,3.1
[H]OC(=O)C1=C2C([H])=C([H])C([H])=C([H])C2=C([H])C([H])=C1[H],NOCAS_861668,3.1
O=C(O)c(c(c(ccc1)cc2)c1)c2,NOCAS_861668,3.1
OC(=O)c1cccc2ccccc12,NOCAS_861668,3.1
OC(=O)c1cccc2ccccc21,NOCAS_861668,3.1
COc1c(cc(C=O)cc1OC)OC,86-81-7,1.39
COC1=CC(C=O)=CC(OC)=C1OC,86-81-7,1.39
[H]C(=O)C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H],86-81-7,1.39
COc1cc(C=O)cc(OC)c1OC,86-81-7,1.39
OC(O)=CC1=CNC2=CC=CC=C12,87-51-4,1.41
[H]OC(O[H])=C([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12,87-51-4,1.41
[H]OC(=O)C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12,87-51-4,1.41
OC(=O)CC1=CNC2=CC=CC=C12,87-51-4,1.41
OC(=O)Cc1c[nH]c2ccccc12,87-51-4,1.41
OC(=O)Cc1c[nH]c2ccccc21,87-51-4,1.41
Cc1cccc(C)c1N,87-62-7,1.84
CC1=CC=CC(C)=C1N,87-62-7,1.84
[H]N([H])C1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],87-62-7,1.84
CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,87-91-2,-0.29
[H]OC([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])(O[H])C(=O)OC([H])([H])C([H])([H])[H],87-91-2,-0.29
CCOC(=O)C(O)C(O)C(=O)OCC,87-91-2,-0.29
FC(F)(F)c1ccccc1Cl,88-16-4,3.53
FC(F)(F)C1=CC=CC=C1Cl,88-16-4,3.53
[H]C1=C([H])C(Cl)=C(C([H])=C1[H])C(F)(F)F,88-16-4,3.53
NC(=O)C1=CC=CC=C1C(O)=N,88-96-0,-1.73
[H]N([H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1C(=O)N([H])[H],88-96-0,-1.73
NC(=O)C1=CC=CC=C1C(N)=O,88-96-0,-1.73
NC(=O)c1ccccc1C(=O)N,88-96-0,-1.73
NC(=O)c1ccccc1C(N)=O,88-96-0,-1.73
[H]OC(=N[H])C1=C([H])C([H])=C([H])C([H])=C1C(=O)N([H])[H],88-96-0,-1.73
[H]OC(=N[H])C1=C([H])C([H])=C([H])C([H])=C1C(O[H])=N[H],88-96-0,-1.73
OC(=N)C1=CC=CC=C1C(O)=N,88-96-0,-1.73
OC(=O)c1ccccc1C(=O)O,88-99-3,0.73
OC(=O)C1=CC=CC=C1C(O)=O,88-99-3,0.73
[H]OC(=O)C1=C(C([H])=C([H])C([H])=C1[H])C(=O)O[H],88-99-3,0.73
OC(=O)c1ccccc1C(O)=O,88-99-3,0.73
[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,89-69-0,3.48
[H]C1=C(Cl)C(Cl)=C([H])C(=C1Cl)[N+]([O-])=O,89-69-0,3.48
[O-][N+](=O)C1=CC(Cl)=C(Cl)C=C1Cl,89-69-0,3.48
Clc1ccccc1C=O,89-98-5,2.33
[H]C(=O)C1=C([H])C([H])=C([H])C([H])=C1Cl,89-98-5,2.33
ClC1=CC=CC=C1C=O,89-98-5,2.33
O=Cc1ccccc1Cl,89-98-5,2.33
Cc1cccc2ccccc12,90-12-0,3.87
[H]C1=C([H])C([H])=C2C(C([H])=C([H])C([H])=C2C([H])([H])[H])=C1[H],90-12-0,3.87
CC1=CC=CC2=CC=CC=C12,90-12-0,3.87
Cc1cccc2ccccc21,90-12-0,3.87
OC1=C2C=CC=CC2=CC2=CC=CC=C12,90-44-8,3.66
[H]OC1=C2C([H])=C([H])C([H])=C([H])C2=C([H])C2=C([H])C([H])=C([H])C([H])=C12,90-44-8,3.66
[H]C1=C([H])C([H])=C2C(=C1[H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1C2([H])[H],90-44-8,3.66
O=C1C2=CC=CC=C2CC2=CC=CC=C12,90-44-8,3.66
O=C1c2ccccc2Cc2ccccc12,90-44-8,3.66
O=C1c2ccccc2Cc2ccccc21,90-44-8,3.66
Cc1ccc2ccccc2n1,91-63-4,2.59
[H]C1=C([H])C([H])=C2C([H])=C([H])C(=NC2=C1[H])C([H])([H])[H],91-63-4,2.59
Cc1ccc2ccccc2[n]1,91-63-4,2.59
CC1=NC2=CC=CC=C2C=C1,91-63-4,2.59
O=c1ccc2ccccc2o1,91-64-5,1.39
[H]C1=C([H])C([H])=C2C([H])=C([H])C(=O)OC2=C1[H],91-64-5,1.39
O=C1C=Cc2ccccc2O1,91-64-5,1.39
O=C1Oc2ccccc2C=C1,91-64-5,1.39
O=C1OC2=CC=CC=C2C=C1,91-64-5,1.39
C1CN(CCN1)c1ccccc1,92-54-6,1.1
[H]N1C([H])([H])C([H])([H])N(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],92-54-6,1.1
C1CN(CCN1)C1=CC=CC=C1,92-54-6,1.1
Nc1ccc(cc1)c1ccccc1,92-67-1,2.86
NC1=CC=C(C=C1)C1=CC=CC=C1,92-67-1,2.86
[H]N([H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],92-67-1,2.86
Nc1ccc(cc1)-c1ccccc1,92-67-1,2.86
c1ccc(cc1)-c1ccc(cc1)-c1ccccc1,92-94-4,6.03
[H]C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],92-94-4,6.03
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,92-94-4,6.03
c1cc(ccc1c1ccccc1)c1ccccc1,92-94-4,6.03
c1cc(ccc1-c1ccccc1)-c1ccccc1,92-94-4,6.03
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,93-79-8,4.81
[H]C1=C(Cl)C(OC([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C([H])C(Cl)=C1Cl,93-79-8,4.81
CCCCOC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl,93-79-8,4.81
O=C(OC(=O)c1ccccc1)c1ccccc1,93-97-0,2.26
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)OC(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],93-97-0,2.26
O=C(OC(=O)C1=CC=CC=C1)C1=CC=CC=C1,93-97-0,2.26
CCC=NC(O)N=S(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC(=NC([H])([H])C([H])([H])C([H])([H])[H])N([H])S(=O)(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CCCN=C(O)NS(=O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC(=NS(=O)(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],94-20-2,2.27
CCCNC(O)=NS(=O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]N(C(=O)N([H])S(=O)(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])[H],94-20-2,2.27
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,94-20-2,2.27
[H]OC(N=C([H])C([H])([H])C([H])([H])[H])=NS([H])(=O)(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CCC=NC(O)=NS(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OS([H])(=O)(N([H])C(=O)N=C([H])C([H])([H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CCC=NC(=O)NS(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC(=NC([H])([H])C([H])([H])C([H])([H])[H])N=S(=O)(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CCCN=C(O)N=S(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC(=NC([H])=C([H])C([H])([H])[H])N([H])S([H])(=O)(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CC=CN=C(O)NS(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC([H])(N=C([H])C([H])([H])C([H])([H])[H])N([H])S(=O)(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CCC=NC(O)NS(=O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC(=NS([H])(=O)(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])N([H])C([H])=C([H])C([H])([H])[H],94-20-2,2.27
CC=CNC(O)=NS(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
CCCNC(=O)N=S(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OS(=O)(=NC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OS([H])(=O)(N([H])C(=O)N([H])C([H])=C([H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CC=CNC(=O)NS(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC([H])(N([H])C([H])=C([H])C([H])([H])[H])N([H])S(=O)(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CC=CNC(O)NS(=O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC(N=C=C([H])C([H])([H])[H])=NS([H])([H])(O[H])(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OS([H])([H])(O[H])(N([H])C(=O)N=C=C([H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OC([H])(N=C=C([H])C([H])([H])[H])N([H])S([H])(=O)(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OS([H])(O[H])(=NC(=O)N=C([H])C([H])([H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OC(=NC([H])=C([H])C([H])([H])[H])N=S([H])(O[H])(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OC([H])(N=C([H])C([H])([H])C([H])([H])[H])N=S(=O)(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OS([H])(O[H])(=NC(=O)N([H])C([H])=C([H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
[H]OC([H])(N=S(=O)(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])N([H])C([H])=C([H])C([H])([H])[H],94-20-2,2.27
CC=CNC(O)N=S(O)(=O)C1=CC=C(Cl)C=C1,94-20-2,2.27
[H]OC([H])(N=C=C([H])C([H])([H])[H])N=S([H])(O[H])(O[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],94-20-2,2.27
CCOc1ccccc1O,94-71-3,1.68
[H]OC1=C([H])C([H])=C([H])C([H])=C1OC([H])([H])C([H])([H])[H],94-71-3,1.68
CCOC1=CC=CC=C1O,94-71-3,1.68
OC(=O)CCCOc1ccc(Cl)cc1Cl,94-82-6,3.53
[H]OC(O[H])=C([H])C([H])([H])C([H])([H])OC1=C(Cl)C([H])=C(Cl)C([H])=C1[H],94-82-6,3.53
OC(O)=CCCOC1=CC=C(Cl)C=C1Cl,94-82-6,3.53
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])OC1=C(Cl)C([H])=C(Cl)C([H])=C1[H],94-82-6,3.53
OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,94-82-6,3.53
Cc1cc2ccccc2[nH]1,95-20-5,2.53
CC1=CC2=CC=CC=C2N1,95-20-5,2.53
[H]N1C(=C([H])C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])[H],95-20-5,2.53
Cc1ccc(N)cc1C,95-64-7,1.84
CC1=CC=C(N)C=C1C,95-64-7,1.84
[H]N([H])C1=C([H])C(=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],95-64-7,1.84
Cc1cc(N)ccc1C,95-64-7,1.84
Cc1cc(N)c(C)cc1,95-78-3,1.83
CC1=CC(N)=C(C)C=C1,95-78-3,1.83
[H]N([H])C1=C([H])C(=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],95-78-3,1.83
Cc1ccc(C)c(N)c1,95-78-3,1.83
Cc1ccc(N)cc1N,95-80-7,0.14
[H]N([H])C1=C([H])C([H])=C(C(N([H])[H])=C1[H])C([H])([H])[H],95-80-7,0.14
CC1=CC=C(N)C=C1N,95-80-7,0.14
Cc1ccc(C)c(O)c1,95-87-4,2.33
[H]OC1=C([H])C(=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],95-87-4,2.33
CC1=CC=C(C)C(O)=C1,95-87-4,2.33
Cc1cc(O)c(C)cc1,95-87-4,2.33
CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,96-88-8,1.95
[H]OC(N([H])C1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H])=C1N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],96-88-8,1.95
CN1CCCCC1=C(O)NC1=C(C)C=CC=C1C,96-88-8,1.95
[H]N(C(=O)C1([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],96-88-8,1.95
CN1CCCCC1C(=O)Nc1c(C)cccc1C,96-88-8,1.95
[H]OC(=NC1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H])C1([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],96-88-8,1.95
CN1CCCCC1C(O)=NC1=C(C)C=CC=C1C,96-88-8,1.95
[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,97-00-7,2.17
[H]C1=C(Cl)C(=C([H])C(=C1[H])[N+]([O-])=O)[N+]([O-])=O,97-00-7,2.17
[O-][N+](=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O,97-00-7,2.17
[O-][N+](=O)c1cc(ccc1Cl)[N+]([O-])=O,97-00-7,2.17
[O-][N+](=O)c1cc(ccc1Cl)[N+](=O)[O-],97-00-7,2.17
OCc1ccco1,98-00-0,0.28
OCC1=CC=CO1,98-00-0,0.28
[H]OC([H])([H])C1=C([H])C([H])=C([H])O1,98-00-0,0.28
O=Cc1ccco1,98-01-1,0.41
O=CC1=CC=CO1,98-01-1,0.41
[H]C(=O)C1=C([H])C([H])=C([H])O1,98-01-1,0.41
O=Cc1cccs1,98-03-3,1.02
O=CC1=CC=CS1,98-03-3,1.02
O=Cc1ccc[s]1,98-03-3,1.02
[H]C(=O)C1=C([H])C([H])=C([H])S1,98-03-3,1.02
NC1=CC=CC(=C1)S(O)(=N)=O,98-18-0,-0.38
[H]N([H])C1=C([H])C(=C([H])C([H])=C1[H])S(=O)(=O)N([H])[H],98-18-0,-0.38
